ID,HOBBS_N,KNOWN AS,PLACE,REGION,COUNTRY,LAT,LONG,Loc_Q,D_TPQ,START_D,START_Q,END_D,END_Q,DATE_EP,DATE_LP,YEAR_DISC_START,YEAR_DISC_END,YEAR_DISC_Q,YEAR_DISC_LITERAL,EGW_MIN,EGW_MAX,EGW_Q,AV_Literal,AV_DENOM1,AV_COUNT1,AV_COUNT_Q1,AV_DENOM2,AV_COUNT2,AV_COUNT_Q2,AV_DENOM3,AV_COUNT3,AV_COUNT_Q3,AV_COUNT_TOT,AV_COUNT_TOTAL_Q,AV_C_WT_MIN,AV_C_WT_MAX,AV_C_WT_Q,AR_LITERAL,AR_DENOM1,AR_COINS1,AR_COINS_Q1,AR_DENOM2,AR_COINS2,AR_COINS_Q2,AR_DENOM3,AR_COINS3,AR_COINS_Q3,AR_COUNT_TOT,AR_COUNT_TOTAL_Q,AR_C_WT_MIN,AR_C_WT_MAX,AR_C_WT_Q,AE_COINS,NON_C_MIN,NON_C_MAX,NON_C_Q,METAL_MIN,METAL_MAX,NON_COIN,COMMENT,DISC_CIRC,DISPOSITION,REFERENCE
650,1965,Revel-Tourdan,Revel-Tourdan,"Beaurepaire, Isère",France,45.38476,5.03699,,200,100,?,300,?,100/300?,200/300?,1842,1842,,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,1. AR bucket: with footring and handle; complex decoration around the outside depicting the four seasons. Diameter: 20.9cm. H.: 18cm. weight: not given. Total AR: ?,,,"British Museum, Depart of Greek and Roman Antiquities","Baratte & Painter 1989, 224-5, number 183"
406,1966,Rhône river,Rhône river,Bouches-du-Rhône,France,43.578429,5.305531,,200,100,,300,,100/300,200/300,1862,1862,,,40.8,40.8, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,613,613,,613,613,"1. AR trulla: handle is decoration in 3 distinct registers. The top register shows an enthroned Neptune with a dolphin in his hand, and the bottom register depicts a sea monster. Diameter: 9.5cm. weight: 282.5g. 2. AR trulla: the handle has a similar 3 register decoration, with the top one showing a woman seated facing with a bowl of fruit in her hands on her lap. On the reverse of the handle are graffiti inscriptions 'MATR(i) M(agnae)'. Diameter: 10cm. weight: 330.5g. Total AR: 613.0g",,both items were found in the river,"Musée Calvet, Avignon, France","Baratte & Painter 1989, 227-8, numbers 185"
850,1967,Saint-Boil,Saint-Boil,,France,46.655256,4.68336,,200,200,,300,?,3rd. ca. AD?,200/300?,1980,1980,,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1. AR ring: with intaglio. No more details given. 2. AR ring: with intaglio. No more details given. 3. AR ring: with intaglio. No more details given. 4. AR ring: unset. No more details given. 5. Intaglio: no more details given.6. Intaglio: no more details given. 7. AE ear-ring: no more details given. 8. AE ear-ring: no more details given. 9. AV ear-ring: no more details given. 10. AV ring: with intaglio. No more details given. 11. AV ring: with intaglio. No more details given. 12. AV ring: with intaglio. No more details given. 13. AV ring: with intaglio. No more details given. 14. AV ring: with intaglio. No more details given. 15. 522 AR, tinned AE, plated AE coins of the 3rd. ca. AD AV: ? AR: ?",,not given,,Devauges 1981
1355,1968,Saulzoir,Saulzoir,,France,50.240432,3.442116,,200,100,,300,,100/300,200/300,1877,1877,,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1. AR plate: oval, fragmentary; only approximately 2/3rds. survives. Surviving handle shows masks and animals and an urn. Length: 30cm. weight: not given. 2. AE plate fragment: from a round plate, only a small piece remains of a rim section showing 2 boars. Diameter: ca. 31cm. weight: not given. Total AR: ?",this is a Hacksilber find,found on the Roman road between Cambrai to Bavay in a ceramic vessel,Musée des Beaux-Arts de Valenciennes,"Beaussart 1981; Baratte & Painter 1989, 158-60"
43,1969,Tebessa,Tebessa,,Algeria,35.407169,8.120856,,200,100,,300,,100/200,200/300,1883,1883,ca.,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1. AR amphora: repoussé decoration showing Mercury and a figure holding a cornucopia, no more details known. weight: not known.",Known only from drawings,,,"Painter pers.comm.; Baratte 1997, 111-32"
427,1970,Thil,Thil,Caubiac,France,43.71148,1.161128,,200,100,?,300,?,100/200?,200/300?,1785,1785,,,624.4,624.4, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,9375.5,9375.5,,9375.5,9375.5,"1. AR plate: with bead and reel pattern. Graffiti on base reads 'Benigrus Victorii Victoris'. Diameter: 47.5cm. weight: 2,627g. Walters 142. 2. AR plate: bead and reel pattern around rim. Graffiti on base repeats the name 'Benigrus'. D: 48cm. weight: 2779g. Walters 141. 3. AR patera: flat rim shows frieze of 4 groups of figures divided by altars. Pointillé weight inscription. Diameter: 13.75cm. weight: 302.3g. Walters 139. 4. AR patera: plain. Graffiti below appears to read 'MEL'. Diameter: 21.25cm. weight: 654.5g. Walters 143. 5. AR plate: flat, with flat rim showing a frieze with a series of mythological scenes divided into 6 groups by altars. 5 graffiti inscriptions including a weight one. Diameter: 38.75cm. weight: 2232.7g. Walters 137. 6. AR wash basin: cylindrical form, much missing; decoration satyrs, deers, masks. Diameter: 7.8cm weight: 105.4g. Walters 138. 7. AR basin: mussel style, with central medallion depicting Aphrodite. 2 or 3 graffiti inscriptions including weight Diameter: not given. weight: 674.6g. Walters 140. Total AR: 9,375.5g",The vessels do not form a stylistically homogeneous group; the latest item is likely to have been manufactured in the 3rd. ca. AD,found carefully stacked under a  great stone struck by a plough. Extensive excavations in the area recovered nothing more except the ruined foundations of a small brick and plaster temple.,The British Museum,
482,1971,Vaison-la-Romaine,Vaison-la-Romaine,Vaucluse,France,44.240959,5.075129,,200,200,,300,,200/250,200/300,1924,1924,,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1. AR bust: repoussé, of a short haired, clean shaven male wearing a tunica. H.: 29.5cm. weight: not given. Total AR: ?","dated on the basis of style to the 1st. half of the 3rd. ca. AD (Baratte 1989, 231)",found in the ruins of a house,"Municipal museum, Vaison, France","Baratte & Painter 1989, 230-1, number 189"
668,1972,Vienne (Camille-Jouffray),"Vienne, Place Camille-Jouffray",Vienne,France,45.52089,4.870904,,200,260,ca.,300,?,from ca. 260 - beg. of 4th. centuryAD,200/300?,1984,1984,,,388.8,388.8, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,5837.14,5837.14,,5837.14,5837.14,"1. AR 2 handled basin: decoration inside & out with pointillé and engraved work, including figs. weight: 1405g. 2. AR large plate: pastoral scenes around rim. weight: 900g. 3. AR large plate: engraved foliage decoration around rim. weight: 1005g. 4. AR plate: niello decoration, central rosette. weight: 535g. 5. AR small plate: figured motifs (reclining Dionysus?). weight: 132.23g. 6. AR small plate: double frieze. including marine scenes with sea monsters. weight: 224.63g. 7. AR dish: plain bar central rosette. weight: 110g. 8. AR oval plate: undecorated. weight: 162.56g. 9-10. 2 AR dishes: both undecorated. Graffiti on second dish, 'P' (pondo?), & 'PI' (pondo)(libra). weight: 126.27g, 109.86g. 11. AR dish: plain, bar raised boss in centre. weight: 258.58g. 12. AR cylindrical box/casket: elaborate hinge & ring on top of lid. Religious or purely toilet item; could be rotated to allow vapours to escape (for libations?). weight: 63.61g. 13. AR pyramidal flask: repoussé decoration, including dolphins. For grains? Comparable forms of 2nd. ca. AD weight: 30.60g. 14-15. 2 AR spoons: plain. weight: 24.82g, 26.29g. 16-18. 3 AR spoons: last inscr. on handle 'DOL[MATI]'. weight: 23.12g, 23.92g, 30.59g. 19. AR strainer: dolphin handle. weight: 9.19g. 20. AR fork: 2 points & prong on end of handle. weight: 10.74g. 21. AR toothpick/ear cleaner: undecorated. weight: 5.68g. 22. Jet dagger sheaf: with AV tip (in form of eagle's head) & other end. 23. AR loop attached to long piece of metal: function uncertain. weight: 10.54g. 24. AR pointed object: with animal head. weight: 8.91g. 25. AR/AE mirror back: engraved with fish scales pattern.weight: 600g. 26. AE & Fe objects: AE vessel; corroded AE 'plate'; AE cylindrical pot; Fe grill fragment; Fe kettle with Fe tripod support; corroded Fe sickle; Fe hoe; 3 corroded adzes (?); 2 plate handles of some nature; circular iron ring. Total AR: 5,837.14g",pit also included a vessel fragment ('sigillèe claire') typical of the 3rd. ca. ,"found in an oval pit about 20cm from the walls of the house. Controlled excavation. Lumps of brick & marble were placed to enclose the pit which lay on the upper levels of the kitchen. They believe the lower levels of the pit cut into destruction levels. At the bottom of the pit was the item 1 (large basin) which contained most of the finds. The rest were below, originally in a cloth bag","Musée des Beaux-Arts, Vienne","Baratte & Painter 1989, 212-23, numbers 170-182; Baratte et al. 1990"
514,1973,Allan,"Allan, Montélimar",Drôme,France,44.498072,4.786075,,300,100,?,400,?,100/400?,300/400?,1830,1840,,1830-40,69.2,69.2,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,1039.6,1039.6,+,1039.6,1039.6,"1. AR plate handle: partially gilt, flat handle from a large ovular plate. Decoration shows Venus std. in a giant shell supported on either side by two tritons, and on either side a aupid riding on the back of a dolphin. Length: 30.8cm. weight: 1039.6g. 2. AR trulla: no more details known. 3-5? AE ex votas: exact number not known. Total AR: 1039.6g+",the dating of this item is very difficult as there is comparable material as late as that in the Traprain Law find.,found in the ruins of a bathhouse,"Louvre, Paris (1); dispersed (2)","Baratte & Painter 1989, 229, number 187"
1830,1974,Ancaster II,Ancaster,Lincolnshire,Great Britain,52.984176,-0.534452,,300,300,,400,,300/400,300/400,1980,1990,,1980-90,0.2,0.2, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,2.3,2.3,,2.3,2.3,1. AR toothpick fragment: inscribed with ‘Chi-Rho’ symbol on each side. Length: 2.9 cm; weight: 2.3g.,,,,"Johns 1992; Guggisberg & Kaufmann-Heinimann 2003, 338, number 41"
117,1975,Asia Minor II (Turkey),Asia Minor (Turkey),,Turkey,38.963745,35.243322,ca.,300,300,,400,,300/400,300/400,,,,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1. AR plate: gilded, with plain central medallion. Diameter: 52 cm; weight not given 2. AR plate: central medallion with geometric decoration, graffiti inside footring. Diameter: ca. 50 cm: weight not given 3. AR situla: Ht.: 18.4cm; weight not given 4. AR plate: hemispherical with hunting scene decorative frieze, Diameter: 9.9-10.2 cm, weight not given 5. AR flask: details not known 6. AR belt fitting: gilded. Length: 23.5cm. weight: not given.",weights Not given in original publication,not known,private collection,"Feugère 1992; Guggisberg & Kaufmann-Heinimann 2003, 345, number 91"
691,1976,Auvergne,Auvergne,,France,45.703505,3.344716,,300,200,,400,,200/400,300/400,,,,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1. AR spoon/ear-pick: with a purse shaped bowl on one end, and an ear pick on the other. Length: 16cm. weight: ?   AR: ?",,,"Musée des Antiquités nationales, Saint-Germaine-en-Laye","Baratte & Painter 1989, 269, number 234"
940,1977,Augst/Augusta Raurica,Augst/Augusta Raurica,Basel,Switzerland,47.534895,7.716398,,300,300,,400,,300/ 350,300/400,1929,1929,,,54.7,54.7, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,821,821,,821,821,1. AR plate: with graffiti underneath ‘MOCANTI’. Dm.: 32 cm; weight: 821g.,,found in 1929 during gravel extraction in Insula 7 of the fort.,private collection,"Martin-Kilcher 1999; Guggisberg & Kaufmann-Heinimann 2003, 336, number 21"
450,1978,Avignon,Avignon,,France,43.949317,4.805528,,300,300,,400,,4th. century AD,300/400,1656,1656,,,686,686, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,10300,10300,,10300,10300,"1. AR dish: low footring, rivets used to repair a tear. Traces of gilding. Central scene of Achilles, with Patroclus leading Briseis from Achilles tent. Achilles consults with Odysseus, scattered weapons at bottom, border of pomegranates. Inv. number 2875. D: 71 cm. 10,300g. AR: 10,300g",known as ‘Scipio’s shield’,found “in the Rhône near Avignon” (Toynbee & Painter),"Cabinet des Médailles, Biblioteque Nationale, Paris","Weitzmann 1979, 220-1, number 197; Bruce-Mitford 1983, 200; Toynbee & Painter 1986; Baratte & Painter 1989, 269-71, number 235"
154,1979,Baku,Baku,,Azerbaijan,40.43495,49.86762,,300,300,,400,,4th. century AD,300/400,,,,,68.6,68.6, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,1030,1030,,1030,1030,"1. AR plate: partly gilded, with footring. Relief scenes of nereid on the back of a hippocamp, lead by a triton. Various other marine motifs. No inv. number given. weight: 1030g. AR: 1030g",,found “by chance” (Toynbee & Painter 1986),"Hermitage, St. Petersburg","Matzulevitsch 1929, 35-7; Strong 1966, 198; Toynbee & Painter 1986"
1769,1980,Balline,"Balline, Knockloug",Limerick,Ireland,52.40392,-8.457335,,300,1,ca.,400,?,late 1st. - 4th. century AD,300/400?,1940,1940,,,91.3,91.3, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,1370.13,1370.13,,1370.13,1370.13,"1. AR ingot: double axe. Inscribed ‘EX OFFI ISLTIS’. weight: 317g. 2. AR ingot: double axe. Inscribed ‘EX (chi-rho) OF C VILIS’. weight: 318g. 3. AR ingot fragment: double axe. Inscribed ‘EX ONON’. weight: 110g. 4. AR ingot fragment: uninscribed. weight: 227g. 5. AR plate fragment: of brim of round bowl or dish. weight: 19 grains (1.23g). 6. AR plate fragment: from the corner of a square or rectangular dish. Rough cut edges. Ornaments, including wreath. weight: 6 oz (170.1g). 7. AR plate fragment: figured ornament in relief. Prob. from flat bottom of plate. weight: 8 oz (226.8g).  Total AR: 1370.13g",,"found in a gravel pit, about 2 ft.below ground surface. Flat land area. Two largest pieces of plate on top & bottom, other objects between.","National Museum of Ireland, Dublin","O’ Riordain 1947; Painter 1971 [Q]; Wiegels 2003, numbers 3-6"
1845,1981,Biddulph,Biddulph,Staffordshire,Great Britain,53.119194,-2.171638,,300,300,,400,,4th. century AD,300/400,1885,1885,ca.,,1.85,1.85,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,27.8,27.8,+,27.8,27.8,"1. AR spoon: inscribed in bowl ‘A (chi-rho) w’. weight: 27.8g. 2. AR spoon: damaged bowl. weight: not known. 3. AR spoon fragment: large ribbed handle, not pierced. weight: not known. 4. AR spoon: no details known. weight: not known. Total AR: 27.8g+","Another hoard of gold found near Wincle, at a natural landmark, indicates a Roman road lay nearby.","found “in a lump of clay” in a field at Biddulph, Staffs.","The British Museum, London (1)",Painter 1975; Kent & Painter 1977 (108)
1014,1982,Biesheim-Oedenburg,Biesheim-Oedenburg,Haut-Rhin,France,48.040216,7.545766,,300,300,?,400,?,300/400?,300/400?,,,,,21,21, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,315,315,,315,315,"1 AR ingot: hide shaped, inscribed ‘EX ARC P/ VS NAIS’ and ‘ROMVLIAN/VS NAIS P I’. weight: 315g.",,a surface find in the area of the Roman settlement.,"Musée Gallo-Romain, Biesheim","Plouin 1995; Guggisberg & Kaufmann-Heinimann 2003, 338, number 37; Wiegels 2003, number 50"
76,1983,Carthage I,Carthage (Hill of St. Louis),,Tunisia,36.853784,10.323356,,300,300,,400,?,4th. - early 5th. century AD,300/400?,1801,1900,,19th. century,272.9,272.9,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,4097.7,4097.7,,4097.7,4097.7,"1. AR flanged bowl: rim decoration of pastoral scenes. Another pastoral scene in the base of the bowl. Pointille graffiti inside footring. Diameter: 17.6cm weight: 388.9g. 2. AR flanged bowl: similar to 1, but with leaf at base of bowl, and the rim is decorated with 4 Bacchic heads and a mixture of pastoral and hunt scenes. Diameter: 18.8cm weight: 331.9g. 3. AR plate: with 2 registers of wavy decoration, central medallion with inscription 'DiameterDiameter ICRESCONI CLARENT (monogram cross)'. Diam: 13.7cm weight: 153.9g. 4. AR plate: similar to 3, but with inscription 'LOQVERE FELICITER (Chi-Rho, alpha/ omega)'. Diameter: 13.8cm weight: 153.3g.  5-8. AR covered cups: globular, on a high foot ring. 2 retain their covers. The Louvre cup has a weight inscription in pointille on the outside of the footring, 'N(umero) V P(ondo) (librae) VII (unciae) X (semuncia) (siliquae) VIII. Diams: 14cm, 12.2cm, 12.15cm, 12.2cm. weights (total): 634.5g, 471.2g, 295.5g, 304.7g. 9. AR patera: circular bowl with 12 knobs extending out from the rim, foliate decoration in central medallion and around rim, and a dolphin handle. Length: 22.6cm Diameter: 13.6cm weight: 206g. 10. AR patera: with circular bowl and deep footring, decorated with frog in the centre of the bowl; handle with teardrop decoration. Length: 25cm Diameter: 16cm weight: 371.2g 11-19. AR spoons: round, deep bowls, flat offsets soldered to bowl, decorated with niello inlay on top side of handle including cross. Lengths: 15.6cm, 15.4cm, 15.3cm, 15.3cm, 15.5cm, 15.4cm, 15.6cm, 15.5cm, 15.4cm. weights: 73.9g, 71.6g, 72.2g, 73.3g, 72.5g, 67.2g, 73.9g, 68.8g, 69.1g. 20-23: AR spoons: cochlearia type, with pear shaped bowls and 'C' shaped openwork offsets. Lengths: 16.5cm, 19.2cm, 17.7cm, 14.8cm. weights: 34.9g, 36.4g, 39.3g, 33.5g. 24: AV finger ring: set with a pearl. No weight given. 25: AV necklace: with beads of sapphires, emeralds and pearls. No weight given. 26: AV ear rings: set with sapphires, emeralds, pearls. No weights given. 27: AV necklace: loop in loop chain with lion head terminals. No weight given. 28. Agate cameo: blue and white, with head of Athena. 29: Agate intaglio: with figure of Isis and the inscription 'NAVI/GA FELIX'. 30. Quartz cameo: bust left, uncertain attribution. AV total: ? AR total: 4,097.7g",,"Little is known about the circumstances of discovery, but Franks notes suggest that it was discovered next to the Church of St Louis.",The British Museum (14-5),"Dalton 1901, number 373-4; Kent & Painter, 1977 (99-102); Hauser 1992, number 71-2; Baratte 2002"
77,1984,Carthage VI,Carthage,,Tunisia,36.853784,10.323356,,300,300,,400,?,4th. - 5th. century AD,300/400?,,,,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,1. AR ladle: with dolphin handle. weight: not given.   AR: ?,,?,?,Kent & Painter 1977 (107)
476,1985,Cesena,Cesena,,Italy,44.139644,12.246429,,300,338,,400,?,AD 338-50 (although that is based on the assumption that it was made at Antioch when Constantine was there during those years),300/400?,,,,,399.6,399.6,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,6000,6000,+,6000,6000,"1. AR dish: gilt with niello. Shallow footring. “Part of the wall and approximately 80cm of the rim are missing” (since restored). (Toynbee & Painter 1986). Rim decoration: Eight busts orig., + pastoral & hunting scenes. Central medallion showing a banquet. Two stamps on reverse, ‘PL’ or ‘LP’, & ivy leaf. Other may read ‘ANT’ or ‘ANL’.  Diameter: 63cm Wt: ca. 6,000g. 2. AR dish: with footstand. Decorated with a single winged Cupid. No weight given. 3. AR coin: Gothica. Dating to Theodoric (?454-526AD) or Athalrica.  Total AR: 6000g+",Burial seems to have been done with some care. It is unclear how the coin is associated with the other items in the find; it has been assumed that this coin is intrusive.,"“found during building work in via Cimitero, with a second dish....the dishes were on top of the other, with their decorated faces opposed to each other”.","Museo Storico dell’ Antichità’, Cesena","Wroth 1911, 103, number 31, pl. xiv, 5; Dodd 1961, 243, number 86; Kent & Painter 1977, 41; Bruce-Mitford 1983, 200"
1939,1986,Corbridge I,Corbridge,Northumberland,Great Britain,54.974046,-2.017505,,300,200,,400,,3rd. - 4th. century AD,300/400,1731,1760,ca.,ca. 1731 (1); 1733 (2); 1734/5 (3); 1736(4); 1760(5),328.5,328.5,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,4932.9,4932.9,+,4932.9,4932.9,"1. AR ‘basin’.: weight: not known. 2. AR cup: 2 handled. weight: not known. 3. AR Lanx: supported by rim or foot. Chased low relief. Artemis, Athena, Apollo, & 2 unidentified figures. Various animals and other ornaments. weight: 148 ounces (4195.8g). 4. AR bowl: round, flat-bottomed. Chi-Rho, rose ornament in centre. weight: 20 ounces (567g). 5. AR small vase: inscribed ‘DESIDERI VIVAS’. weight: ca. 6 ounces (ca. 170.1g).  Total AR: 4932.9g+ (3, 4, 5)",,"1. “in or on” the bank of the Tyne, approximately 150 yds. below the bridge which crosses the Tyne at Corbridge. 2. “at or near the same spot”. 3. ditto. 4. opposite above find-spot. 5. found floating in the river at Bywell, 4 miles below Corbridge.","unknown or melted down (1, 2, 4, 5); The British Museum (3)",Haverfield 1914
1906,1987,Cuxhaven-Altenwalde,Cuxhaven-Altenwalde,Lower Saxony,Germany,53.815846,8.660073,,300,350,,400,,2nd. half of 4th. century AD,300/400,1944,1944,,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1. AR dish: fragmentary & central portion & two sections of rim survive), moulded rim, footring, figured decoration in relief. Apollo & Marsyas. Surviving diameter 39cm; orig. diameter49cm. weight: not given. AR: ?","the dish was damaged at the time of discovery, but had suffered damage during cremation burning","found “at the edge of the outer ditch of the medieval wall of Altenwalde. It comes from the Saxon cremation cemetry, which extends under the old city”. (Toynbee & Painter 1986)","Niedersächsisches Landesmuseum, Hannover",La Baume 1971; Künzl 1980; Toynbee & Painter 1986
46,1988,Daphne-Harbiye,Daphne-Harbiye,,Turkey,36.116667,36.133333,,300,300,,400,,300/400,300/400,1932,1939,,1932-39,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1. AR plate: Diameter: ca. 35.7 cm; weight not given 2. AR dish: Diameter: ca. 19.2 cm; weight not given 3. AR jug: with handle. H.: ca. 20 cm; weight not given 4. AR statue: of Venus. H.: ca. 20.5cm, base 4.5cm; weight not given",Dating based on stylistic comparisons with other pieces of similar date.,found during excavations of a villa just outside Antioch,"Hatay-Museum, Antakya, Worcester Art Museum, Dumbarton Oaks colln., Washington, Museum of Fine Arts, Baltimore","Ross 1953; Guggisberg & Kaufmann-Heinimann 2003, 345, number 90"
51,1989,Djemila I,Djemila,Wilaya de Sétif,Algeria,36.317061,5.735311,,300,300,,400,,300/400,300/400,1947,1947,ca.,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1. AR spoon: large spoon with swan's neck handle. No weight given. 2-9. AR spoons: smaller than the first, with symbol decoration and monograms. weights not. given.",,found in about 1947 to the north of the ancient settlement.,,"Baratte 1997, 111-32; Guggisberg & Kaufmann-Heinimann 2003, 345, number 93"
1656,1990,Dorchester-on-Thames,Dorchester-on-Thames,Oxfordshire,Great Britain,51.645815,-1.167141,,300,350,ca.,400,,late 4th. century AD?,300/400,1872,1872,,,5.5,5.5, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,82.8,82.8,+,82.8,82.8,"1. AR spoon: damaged & distorted (prob. at time of discovery). Plain, pear shaped bowl, handle slightly rounded. Length: 19.7cm. weight: 20.8g. 2. AR spoon: considerable wear to the bowl. Plain, pear shaped bowl, handle offset solid & deeply engraved with a ‘C’ shaped cut. Length: 17.6cm. weight: 15.3g. 3. AR spoon: wear to front edge of bowl. Plain, long pear shaped bowl, handle offset zoomorphic form which appears to be a feline head. Length: not established weight: not established. 4. AR spoon: slight wear to the bowl. Plain, pear shaped bowl, twisted handle, handle offset has “the merest suggestion of a zoomorphic form”. Length: 20.4cm. weight: 24.4g. 5. AR spoon: traces of modern repair. Plain, broad, oval bowl, handle offset in form of a stylised bird or griffin. Length: 16.6cm. weight: 22.3g.  Total AR: 82.8g+","not to be confused with the find of 5 spoons & coins from Dorchester, Dorset","found in gravel pits on the roadside about 1/2 mile to the SE of Dorchester, a little below the surface, apparently with “bowls uppermost”.",The British Museum (1872.7.25.1-5),"Procs. of the Society of Antiquaries, 1870-73; Johns & Potter 1986 [Q]"
1709,1991,Great Horwood,"Great Horwood, Winslow",Buckinghamshire,Great Britain,51.972249,-0.880806,,300,350,ca.,400,?,late 4th. - early 5th. century AD ?,300/400?,1872,1872,,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1. AR spoon: “hollow scroll” handle. weight not given. 2. AR spoon: “hollow scroll” handle. Inscribed 'VENERIA VIVAS'. weight not given. 3. AR ring: plain, square bezel. weight not given. 4. AR pin: flat head, thin & plain. 5. AR Pennanular brooch: ribbed hoop. 6. AR beaker: broken bottom. 7. AR spoon: probably part of hoard, said to have been part of hoard.  AR: ?",,found during ploughing. Plough struck metal vase or pot containing items as listed.,"County Museum, Aylesbury (1-6); Ashmoleam Museum (7)",Waugh 1966
479,1992,Izvoarele/ Sucidava,Constanta,,Romania,44.173337,28.638319,,300,300,,400,,300/400,300/400,1984,1984,,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1-6. AR spoons: some with punched decoration and inscriptions ‘BIKT(or)’, ‘NAZ(arhnoV)’. weights not given 7-10. AR plates: with broad flat rims, each stamped underneath ‘HC(Y)XIOY’. Dm.: 16.5cm. weights not given 11. AR plate: similar to above but larger, with 3 line stamp in form of cross underneath ‘EYC/ EBIOY’ between two stars. Dm.: 21.5cm; weight not given 12. AR situla: H.: 27.5cm. weight not given 13. AR situla: with stamp inside footring ‘KCTAN/ TINOY’. H.: 10.6cm. weight not given 14. AR patera: with same stamp as 8, but additional ‘’ above. W.: 21.6cm; weight not given 15. AR strainer: Length: 16 cm; weight not given 16. AR reliquary: cube-shaped. Dimensions: 6x6.1x6.6cm. weight not given",no weights given in publication. The style of the small flanged bowls is virtually identical to those in both the Mildenhall and Hoxne treasures.,find on the bank of the Danube.,"National Museum of History & Archaeology, Constanta","Cliante & Radulescu 1988; Guggisberg & Kaufmann-Heinimann 2003, 344, number 86"
1556,1993,Kent,Uncertain,Kent,Great Britain,51.25638,0.84045,,300,300,,400,,300/400,300/400,1970,1970,ca.,,21.3,21.3, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,319.47,319.47,,319.47,319.47,"1 AR ingot: hide shaped, with inscription ‘EX OFF/ CVR MISSI’. weight: 319.47g.",,,,"Painter 1972, 84; Guggisberg & Kaufmann-Heinimann 2003, 340, number 54; Wiegels 2003, number 35"
544,1994,Kostalac/Viminacium II,Kostolac/Viminacium II,,Serbia,44.737099,21.225207,,300,300,?,400,?,300/400?,300/400?,,,,,38.9,53.1,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1-5. AR lidded jugs: with conical feet. Dm.: 15.5cm; weights: 583-796g. 6. AR container: cylindrical with relief decoration, no dimensions given 7-8. AR bowls: with decorated rims and bowls. Diameter: 16 cm; Ht.: 7.2cm. No weights given",,Found in a niche in the ancient foundations during agricultural work; some of the objects were lost during the 1st World War,"National Museum, Belgrade; lost","Popovic 1994, 112, numbers 277-81; Guggisberg & Kaufmann-Heinimann 2003, 343, number 79"
1557,1995,Laski,Laski,Vladimir-Volynski,Ukraine,51.265555,28.956388,,300,,,400,,,300/400,1610,1610,,,158,158,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,158,158,+,158,158,"1. AR goblet: details unknown. 2. AR fibula: in shape of a crab with garnet setting. 3. AR fibula: as 2. 4-7. AR crosses: details unknown. 8-11. AV medallions: with loops. In denoms. 6-solidi and 10-sol (presumably 2 of each). Estimated weight: 144g. 12. AV coin: with loop, weight: 4 ducats (ca. 3.5 x 4 = 14g)   AV: 158g+ AR: ?",the medallions are thought to have been of the 4th. century AD,,unknown (all lost),"Kropotkin 1962, 208, number 331"
